iter	MultiClass
320	0.2142879495
321	0.2141264479
322	0.2139183079
323	0.2135656385
324	0.2134446993
325	0.2131935928
326	0.2129626617
327	0.2127230716
328	0.2124961471
329	0.2123056776
330	0.2121288047
331	0.2118330906
332	0.211623629
333	0.2113662989
334	0.2111474267
335	0.210899078
336	0.21069323
337	0.2103795903
338	0.2102406594
339	0.2100240282
340	0.2098486641
341	0.2096937568
342	0.2095894908
343	0.2094521434
344	0.2092830721
345	0.2091998293
346	0.2090280854
347	0.2088204095
348	0.2085474664
349	0.2082679818
350	0.2080742656
351	0.2077507064
352	0.2075219811
353	0.2073763764
354	0.2071686076
355	0.2070645358
356	0.2068274451
357	0.2066634628
358	0.2065603267
359	0.2063188189
360	0.2061506829
361	0.205901879
362	0.2057518158
363	0.2054839647
364	0.205222212
365	0.2049882299
366	0.2047498832
367	0.2043695993
368	0.2040917328
369	0.2037459734
370	0.2035704583
371	0.2034211812
372	0.2032385328
373	0.2030725383
374	0.2028553309
375	0.2026714889
376	0.2025771965
377	0.2023855548
378	0.2021613167
379	0.2019672034
380	0.2017792458
381	0.2015995451
382	0.201486972
383	0.201257155
384	0.2010895709
385	0.2008561782
386	0.2007184095
387	0.2004874346
388	0.2002766571
389	0.2001602903
390	0.200034358
391	0.1998697099
392	0.1997220348
393	0.199557381
394	0.1993933815
395	0.1992088386
396	0.199038128
397	0.1988924906
398	0.1987938549
399	0.1986293649
400	0.1984741689
401	0.1980546279
402	0.1978661743
403	0.1976451547
404	0.1975215918
405	0.1972924989
406	0.1971284113
407	0.1970120979
408	0.1968555462
409	0.1966489466
410	0.1964761921
411	0.1961558026
412	0.1959979767
413	0.1958072963
414	0.1955726915
415	0.1953974961
416	0.1951734461
417	0.1949720414
418	0.1947429913
419	0.1944798861
420	0.1943511058
421	0.1941957802
422	0.1939941104
423	0.1938528216
424	0.1937090641
425	0.1936044819
426	0.1935167607
427	0.1933762885
428	0.1932316327
429	0.1930810028
430	0.1927681349
431	0.1925767999
432	0.1924476683
433	0.1923307087
434	0.1921731734
435	0.1920251669
436	0.1918741988
437	0.1917670896
438	0.1916833593
439	0.1915885775
440	0.1912333522
441	0.1909677714
442	0.1906757406
443	0.1905483664
444	0.1904017707
445	0.1902111197
446	0.190061444
447	0.1898900824
448	0.1897235712
449	0.189564907
450	0.1894514052
451	0.1893316819
452	0.1892510348
453	0.1891431427
454	0.1890232915
455	0.1888816214
456	0.1887696136
457	0.1884618662
458	0.1883117092
459	0.1880882658
460	0.187937618
461	0.187654323
462	0.1875557046
463	0.1873397826
464	0.1871590877
465	0.1870444421
466	0.1869096248
467	0.1867480745
468	0.1866400615
469	0.186482274
470	0.1862849094
471	0.1861416988
472	0.1859150805
473	0.1857421103
474	0.1855787067
475	0.1854480385
476	0.1852378818
477	0.1851138358
478	0.1849793305
479	0.1847215906
480	0.1845352681
481	0.1842942736
482	0.1842392685
483	0.1839955393
484	0.1838909901
485	0.1838017976
486	0.183656339
487	0.1835566897
488	0.1833652104
489	0.1831671696
490	0.183009575
491	0.182944139
492	0.1827227998
493	0.1825858948
494	0.1824087484
495	0.1822697025
496	0.1821381201
497	0.181926735
498	0.181836021
499	0.1816305277
500	0.1815736811
501	0.1812931758
502	0.1811365622
503	0.1809654692
504	0.1807719391
505	0.1806397035
506	0.1804213248
507	0.1802926824
508	0.1801702202
509	0.1800450268
510	0.1798818681
511	0.1797097708
512	0.1796105988
513	0.1795311203
514	0.1794401975
515	0.179303203
516	0.1791312826
517	0.1790345337
518	0.1789103259
519	0.1788226456
520	0.1786734311
521	0.1785171577
522	0.1783437001
523	0.1781978089
524	0.1780868145
525	0.1779843557
526	0.1778220921
527	0.1776102221
528	0.1774987238
529	0.1773251204
530	0.177168047
531	0.1770667004
532	0.1768491816
533	0.176791252
534	0.1767059405
535	0.1765951992
536	0.1764646173
537	0.1763276101
538	0.1762174222
539	0.1761396302
540	0.1760302828
541	0.1758932278
542	0.1757194108
543	0.1755718055
544	0.1754467763
545	0.1752708135
546	0.1751636207
547	0.1750926609
548	0.1748908599
549	0.1748429672
550	0.1747067046
551	0.1745976017
552	0.1744800232
553	0.1743407023
554	0.1742268703
555	0.1740461855
556	0.173865402
557	0.1736932463
558	0.1735644884
559	0.1734179278
560	0.1733208618
561	0.1731857873
562	0.173013284
563	0.1728486506
564	0.1727424234
565	0.172640077
566	0.172492142
567	0.1723565656
568	0.172274282
569	0.1721492985
570	0.1719761721
571	0.1718385231
572	0.1717073619
573	0.1716464455
574	0.1714897125
575	0.1712475054
576	0.1711327862
577	0.1709565863
578	0.1707970746
579	0.17063649
580	0.1705498918
581	0.1704181339
582	0.1703320243
583	0.1701776117
584	0.1699223117
585	0.1697370302
586	0.1696644728
587	0.1695687205
588	0.1694328576
589	0.1693375564
590	0.1691785052
591	0.1689836799
592	0.1688614898
593	0.1687645658
594	0.1686017163
595	0.168463032
596	0.1681317956
597	0.1679911858
598	0.1678297957
599	0.1676900176
600	0.167501776
601	0.167394934
602	0.1672804807
603	0.1672036743
604	0.1670702319
605	0.1668925822
606	0.1667663228
607	0.1665968193
608	0.1664141684
609	0.1663264213
610	0.1662320018
611	0.1661256519
612	0.1660324203
613	0.1658844332
614	0.165809938
615	0.1655766872
616	0.1654925893
617	0.1653825942
618	0.1652455537
619	0.1651183278
620	0.1650016467
621	0.1648435618
622	0.1647517498
623	0.1646091444
624	0.1643640925
625	0.1641682341
626	0.164105959
627	0.1639760021
628	0.1638600927
629	0.1637512445
630	0.1635766154
631	0.1634962762
632	0.1633689045
633	0.1631623875
634	0.163063318
635	0.1630032251
636	0.1628887827
637	0.1627930628
638	0.1626849542
639	0.162609291
640	0.1624963951
641	0.1623772625
642	0.1622686214
643	0.1621730881
644	0.1620559983
645	0.1618946825
646	0.1617551257
647	0.1615510631
648	0.161427088
649	0.1612868378
650	0.1611818267
651	0.1610368115
652	0.1609328187
653	0.1608580292
654	0.1607959568
655	0.1607372785
656	0.1606314541
657	0.1604836085
658	0.1603516102
659	0.1602285891
660	0.1601084956
661	0.1599843537
662	0.1598545957
663	0.1597242953
664	0.1595856349
665	0.1594583094
666	0.1593353855
667	0.1592488541
668	0.1590773704
669	0.1589970453
670	0.1589301235
671	0.1588643932
672	0.1587672302
673	0.158653887
674	0.1584689027
675	0.158362337
676	0.1581696592
677	0.157945336
678	0.1578917974
679	0.1577220497
680	0.1575554938
681	0.157412573
682	0.1572928575
683	0.1572209236
684	0.1571169942
685	0.1570187426
686	0.1568845408
687	0.1567870394
688	0.1566995667
689	0.1566045149
690	0.1565334758
691	0.1563928476
692	0.1562912166
693	0.1561083492
694	0.1559836933
695	0.1559412757
696	0.1558250739
697	0.1557123484
698	0.1555946025
699	0.1554228541
700	0.1552827652
701	0.1551678314
702	0.1550988875
703	0.1549366055
704	0.1548142197
705	0.1546709941
706	0.1545715341
707	0.1545023883
708	0.1544611494
709	0.154323898
710	0.1541937033
711	0.1540615905
712	0.1539368665
713	0.1538377932
714	0.1537563423
715	0.1536828618
716	0.1535459838
717	0.1534719916
718	0.1534174391
719	0.1533565164
720	0.1532493973
721	0.1531947991
722	0.1531417344
723	0.1530956444
724	0.1530146669
725	0.1529780063
726	0.1528907193
727	0.1527589163
728	0.1526438064
729	0.152589372
730	0.152404491
731	0.1523409466
732	0.1521832686
733	0.1520560659
734	0.151896422
735	0.1517921162
736	0.1516883359
737	0.1515900583
738	0.151382016
739	0.1512728734
740	0.1511697194
741	0.1510334236
742	0.1509471832
743	0.1508324678
744	0.1507255672
745	0.150644623
746	0.150459115
747	0.1503357943
748	0.1502257476
749	0.1501306602
750	0.1500018874
751	0.1499114654
752	0.1497951416
753	0.149695689
754	0.1496309934
755	0.1495426183
756	0.1493996453
757	0.1492271494
758	0.1491163691
759	0.1490353994
760	0.1489400284
761	0.1488854613
762	0.1488055009
763	0.1487319942
764	0.1486459522
765	0.1485750923
766	0.1484379604
767	0.148317811
768	0.1482548308
769	0.1481609587
770	0.1480663166
771	0.147940807
772	0.1477881128
773	0.1477052148
774	0.1475567523
775	0.1474656541
776	0.1473303398
777	0.1472737753
778	0.1471323539
779	0.1470546158
780	0.1469612604
781	0.1468639803
782	0.1468110006
783	0.1466654254
784	0.1465758839
785	0.146354399
786	0.146270812
787	0.1462022625
788	0.1460395654
789	0.1459363791
790	0.1458930281
791	0.1458167221
792	0.145657854
793	0.1455644411
794	0.1454319574
795	0.145288513
796	0.1451543043
797	0.1450193474
798	0.1448452056
799	0.1447680335
800	0.1446950426
801	0.1446288032
802	0.1445216863
803	0.1444385266
804	0.1443197492
805	0.144147803
806	0.1440184755
807	0.1439263937
808	0.1438888565
809	0.1438163672
810	0.1437226892
811	0.1436580838
812	0.1435329014
813	0.1433525936
814	0.1432743589
815	0.143190344
816	0.1431411739
817	0.1430250885
818	0.1428898259
819	0.1427704636
820	0.1427055119
821	0.1426440568
822	0.14255799
823	0.1424627947
824	0.1424138787
825	0.1422973061
826	0.1421583445
827	0.1420584579
828	0.142000947
829	0.1418347812
830	0.1416254452
831	0.1415602261
832	0.1414708033
833	0.1414191628
834	0.141346256
835	0.1412354426
836	0.1411525175
837	0.1410590644
838	0.140978517
839	0.1409382659
840	0.140851716
841	0.1407184457
842	0.1405708601
843	0.1404700838
844	0.1403962921
845	0.14025883
846	0.1402212383
847	0.1401035203
848	0.1400587286
849	0.1399695375
850	0.1399018116
851	0.1398100095
852	0.1396733295
853	0.1396068497
854	0.1395677951
855	0.1394760475
856	0.1394011567
857	0.1392548442
858	0.139095069
859	0.1390023301
860	0.1389421763
861	0.1388258947
862	0.1387236757
863	0.1386508602
864	0.1385788006
865	0.1384699911
866	0.1383624121
867	0.1382538784
868	0.1381335272
869	0.138065753
870	0.1379875987
871	0.1378846233
872	0.13777187
873	0.1377358788
874	0.1376651534
875	0.1374712344
876	0.1374058264
877	0.1372821109
878	0.1372083365
879	0.1371730363
880	0.1371435768
881	0.1370644555
882	0.1369164755
883	0.1368303197
884	0.1366972845
885	0.136557915
886	0.1364339889
887	0.1363392737
888	0.136228179
889	0.1361184899
890	0.1360524231
891	0.1359626532
892	0.1358516435
893	0.1357559271
894	0.1356617469
895	0.1356221829
896	0.1355301324
897	0.1354516504
898	0.1353678609
899	0.1352501241
900	0.1351270736
901	0.1350529015
902	0.1349669467
903	0.134856165
904	0.1347629059
905	0.1346889088
906	0.134626493
907	0.134539378
908	0.1344853726
909	0.13434688
910	0.1342888757
911	0.1341733765
912	0.134129883
913	0.1340304428
914	0.1339543419
915	0.133862991
916	0.1337906234
917	0.1335742166
918	0.1335300411
919	0.1334517125
920	0.1333876006
921	0.1332832293
922	0.1331352492
923	0.1331015005
924	0.1330828141
925	0.1330223408
926	0.1328659922
927	0.1327167019
928	0.1326130917
929	0.1325054091
930	0.1324087236
931	0.1323232751
932	0.1322551797
933	0.1321195306
934	0.1319796934
935	0.1319357817
936	0.1317596379
937	0.1316695854
938	0.1316037493
939	0.1315248401
940	0.1314128455
941	0.1313748148
942	0.1313360066
943	0.131250416
944	0.1311966012
945	0.131130301
946	0.1310194265
947	0.1309690348
948	0.1309236545
949	0.1308198924
950	0.130741562
951	0.1306772701
952	0.1304974552
953	0.1304094911
954	0.1303609252
955	0.1302783606
956	0.1301824898
957	0.1300994061
958	0.1299989322
959	0.1299445595
960	0.1299071118
961	0.1298516084
962	0.1298031157
963	0.1297083721
964	0.1295453897
965	0.1294944217
966	0.1293992917
967	0.1293751386
968	0.129234368
969	0.129118768
970	0.1290578813
971	0.1289487881
972	0.1288602508
973	0.1287982781
974	0.1287531828
975	0.1286573623
976	0.1285883063
977	0.1284703731
978	0.1283782368
979	0.1282720811
980	0.1281597615
981	0.1281121215
982	0.1280272063
983	0.1279546003
984	0.1278499854
985	0.1277966199
986	0.1277455411
987	0.1276056019
988	0.1275040072
989	0.1274027052
990	0.1273055372
991	0.1272513223
992	0.1272157573
993	0.1271412622
994	0.1270570085
995	0.1269368825
996	0.126868639
997	0.1268114769
998	0.1267524963
999	0.1266740965
